Genes	Subtype
ATP5A1	B cells 3:Raghu_Kalluri
DCUN1D5	B cells 3:Raghu_Kalluri
PAFAH1B3	B cells 3:Raghu_Kalluri
HNRNPAB	B cells 3:Raghu_Kalluri
SRSF10	B cells 3:Raghu_Kalluri
IDH3G	B cells 3:Raghu_Kalluri
ELOF1	B cells 3:Raghu_Kalluri
JPT1	B cells 3:Raghu_Kalluri
COX6B1	B cells 3:Raghu_Kalluri
POLR1D	B cells 3:Raghu_Kalluri
DCTPP1	B cells 3:Raghu_Kalluri
ATP5G2	B cells 3:Raghu_Kalluri
RALY	B cells 3:Raghu_Kalluri
FAM49B	B cells 3:Raghu_Kalluri
AKR1B3	B cells 3:Raghu_Kalluri
ANAPC5	B cells 3:Raghu_Kalluri
ELAVL1	B cells 3:Raghu_Kalluri
HNRNPM	B cells 3:Raghu_Kalluri
RAC2	B cells 3:Raghu_Kalluri
CDK4	B cells 3:Raghu_Kalluri
RAP1A	B cells 3:Raghu_Kalluri
CCND3	B cells 3:Raghu_Kalluri
SERP1	B cells 3:Raghu_Kalluri
PGK1	B cells 3:Raghu_Kalluri
MINOS1	B cells 3:Raghu_Kalluri
COMMD4	B cells 3:Raghu_Kalluri
ATP5G3	B cells 3:Raghu_Kalluri
VDAC3	B cells 3:Raghu_Kalluri
SRSF6	B cells 3:Raghu_Kalluri
AK2	B cells 3:Raghu_Kalluri
SRSF11	B cells 3:Raghu_Kalluri
SNRPC	B cells 3:Raghu_Kalluri
ATP5K	B cells 3:Raghu_Kalluri
UQCR10	B cells 3:Raghu_Kalluri
ARPC3	B cells 3:Raghu_Kalluri
YWHAE	B cells 3:Raghu_Kalluri
BTF3	B cells 3:Raghu_Kalluri
YWHAH	B cells 3:Raghu_Kalluri
PSMA2	B cells 3:Raghu_Kalluri
PTPN6	B cells 3:Raghu_Kalluri
SDHB	B cells 3:Raghu_Kalluri
SNU13	B cells 3:Raghu_Kalluri
COX6C	B cells 3:Raghu_Kalluri
NEDD8	B cells 3:Raghu_Kalluri
ARPC2	B cells 3:Raghu_Kalluri
TMA7	B cells 3:Raghu_Kalluri
POLR2J	B cells 3:Raghu_Kalluri
CAPZB	B cells 3:Raghu_Kalluri
HNRNPU	B cells 3:Raghu_Kalluri
METAP2	B cells 3:Raghu_Kalluri
HSP90AB1	B cells 3:Raghu_Kalluri
NDUFA4	B cells 3:Raghu_Kalluri
CCT5	B cells 3:Raghu_Kalluri
ATP5C1	B cells 3:Raghu_Kalluri
LCP1	B cells 3:Raghu_Kalluri
COX6A1	B cells 3:Raghu_Kalluri
SNRPD2	B cells 3:Raghu_Kalluri
LIMD2	B cells 3:Raghu_Kalluri
ATP5J	B cells 3:Raghu_Kalluri
ARHGDIB	B cells 3:Raghu_Kalluri
TRA2B	B cells 3:Raghu_Kalluri
NME1	B cells 3:Raghu_Kalluri
COX5B	B cells 3:Raghu_Kalluri
HSPA8	B cells 3:Raghu_Kalluri
NHP2	B cells 3:Raghu_Kalluri
PSMB2	B cells 3:Raghu_Kalluri
PTPRCAP	B cells 3:Raghu_Kalluri
EIF5A	B cells 3:Raghu_Kalluri
MT-ND1	B cells 3:Raghu_Kalluri
SLC25A3	B cells 3:Raghu_Kalluri
CYCS	B cells 3:Raghu_Kalluri
COX17	B cells 3:Raghu_Kalluri
ACTR3	B cells 3:Raghu_Kalluri
CLTA	B cells 3:Raghu_Kalluri
RPL41	B cells 3:Raghu_Kalluri
EIF4A1	B cells 3:Raghu_Kalluri
HSPD1	B cells 3:Raghu_Kalluri
ARPP19	B cells 3:Raghu_Kalluri
EIF3H	B cells 3:Raghu_Kalluri
TRMT112	B cells 3:Raghu_Kalluri
CALM1	B cells 3:Raghu_Kalluri
H3F3B	B cells 3:Raghu_Kalluri
CALM2	B cells 3:Raghu_Kalluri
PABPC1	B cells 3:Raghu_Kalluri
XIST	B cells 3:Raghu_Kalluri
GM10260	B cells 3:Raghu_Kalluri
RPL22L1	B cells 3:Raghu_Kalluri
ACTB	B cells 3:Raghu_Kalluri
ARL6IP1	B cells 3:Raghu_Kalluri
IGHM	B cells 3:Raghu_Kalluri
STMN1	B cells 4:Raghu_Kalluri
VPREB3	B cells 4:Raghu_Kalluri
PCLAF	B cells 4:Raghu_Kalluri
RRM2	B cells 4:Raghu_Kalluri
TIFA	B cells 4:Raghu_Kalluri
HIST1H2AK	B cells 4:Raghu_Kalluri
TOP2A	B cells 4:Raghu_Kalluri
MYL4	B cells 4:Raghu_Kalluri
HIST1H2AP	B cells 4:Raghu_Kalluri
LOCKD	B cells 4:Raghu_Kalluri
BIRC5	B cells 4:Raghu_Kalluri
NUSAP1	B cells 4:Raghu_Kalluri
CCNB2	B cells 4:Raghu_Kalluri
LMNB1	B cells 4:Raghu_Kalluri
CDK1	B cells 4:Raghu_Kalluri
IGLL1	B cells 4:Raghu_Kalluri
EZH2	B cells 4:Raghu_Kalluri
CCNA2	B cells 4:Raghu_Kalluri
CDCA8	B cells 4:Raghu_Kalluri
CDCA3	B cells 4:Raghu_Kalluri
PBK	B cells 4:Raghu_Kalluri
CDC20	B cells 4:Raghu_Kalluri
SMC2	B cells 4:Raghu_Kalluri
VPREB1	B cells 4:Raghu_Kalluri
MYB	B cells 4:Raghu_Kalluri
SPC24	B cells 4:Raghu_Kalluri
ASF1B	B cells 4:Raghu_Kalluri
SPC25	B cells 4:Raghu_Kalluri
HMGB3	B cells 4:Raghu_Kalluri
NMRAL1	B cells 4:Raghu_Kalluri
CENPF	B cells 4:Raghu_Kalluri
UHRF1	B cells 4:Raghu_Kalluri
NRGN	B cells 4:Raghu_Kalluri
ARNTL	B cells 4:Raghu_Kalluri
TACC3	B cells 4:Raghu_Kalluri
KIF22	B cells 4:Raghu_Kalluri
CECR2	B cells 4:Raghu_Kalluri
FBXO5	B cells 4:Raghu_Kalluri
RSPH1	B cells 4:Raghu_Kalluri
SAPCD2	B cells 4:Raghu_Kalluri
ESCO2	B cells 4:Raghu_Kalluri
KIF11	B cells 4:Raghu_Kalluri
NEIL3	B cells 4:Raghu_Kalluri
CPLX2	B cells 4:Raghu_Kalluri
RSPH9	B cells 4:Raghu_Kalluri
SLC12A3	B cells 4:Raghu_Kalluri
UBE2C	B cells 4:Raghu_Kalluri
CENPM	B cells 4:Raghu_Kalluri
CCNB1	B cells 4:Raghu_Kalluri
HIST1H2AE	B cells 4:Raghu_Kalluri
NUF2	B cells 4:Raghu_Kalluri
MKI67	B cells 4:Raghu_Kalluri
MAD2L1	B cells 4:Raghu_Kalluri
CKS2	B cells 4:Raghu_Kalluri
H2AFX	B cells 4:Raghu_Kalluri
BCL7A	B cells 4:Raghu_Kalluri
CDCA5	B cells 4:Raghu_Kalluri
PAFAH1B3	B cells 4:Raghu_Kalluri
CKS1B	B cells 4:Raghu_Kalluri
CENPA	B cells 4:Raghu_Kalluri
NEK2	B cells 4:Raghu_Kalluri
HMGN2	B cells 4:Raghu_Kalluri
ANP32E	B cells 4:Raghu_Kalluri
GMNN	B cells 4:Raghu_Kalluri
LIG1	B cells 4:Raghu_Kalluri
DCK	B cells 4:Raghu_Kalluri
CHCHD10	B cells 4:Raghu_Kalluri
4930579G24RIK	B cells 4:Raghu_Kalluri
LGALS9	B cells 4:Raghu_Kalluri
CDKN3	B cells 4:Raghu_Kalluri
MIS18BP1	B cells 4:Raghu_Kalluri
DTL	B cells 4:Raghu_Kalluri
PRC1	B cells 4:Raghu_Kalluri
LRMP	B cells 4:Raghu_Kalluri
CD24A	B cells 4:Raghu_Kalluri
PTGR1	B cells 4:Raghu_Kalluri
4930597A21RIK	B cells 4:Raghu_Kalluri
AURKA	B cells 4:Raghu_Kalluri
HMGB2	B cells 4:Raghu_Kalluri
PLK1	B cells 4:Raghu_Kalluri
CENPW	B cells 4:Raghu_Kalluri
HMGN5	B cells 4:Raghu_Kalluri
CDC25B	B cells 4:Raghu_Kalluri
TPX2	B cells 4:Raghu_Kalluri
SOX4	B cells 4:Raghu_Kalluri
FCRLA	B cells 4:Raghu_Kalluri
CEP55	B cells 4:Raghu_Kalluri
BC035044	B cells 4:Raghu_Kalluri
TMPO	B cells 4:Raghu_Kalluri
H2AFV	B cells 4:Raghu_Kalluri
TEX30	B cells 4:Raghu_Kalluri
NCAPG2	B cells 4:Raghu_Kalluri
TIPIN	B cells 4:Raghu_Kalluri
HMMR	B cells 4:Raghu_Kalluri
ZFP422	B cells 4:Raghu_Kalluri
XRCC6	B cells 4:Raghu_Kalluri
AURKB	B cells 4:Raghu_Kalluri
POU2AF1	B cells 4:Raghu_Kalluri
DEK	B cells 4:Raghu_Kalluri
CENPS	B cells 4:Raghu_Kalluri
DUT	B cells 4:Raghu_Kalluri
TCF3	B cells 4:Raghu_Kalluri
EBF1	B cells 4:Raghu_Kalluri
ELOF1	B cells 4:Raghu_Kalluri
SMARCA4	B cells 4:Raghu_Kalluri
INCENP	B cells 4:Raghu_Kalluri
CBX1	B cells 4:Raghu_Kalluri
HMGB1	B cells 4:Raghu_Kalluri
TCF19	B cells 4:Raghu_Kalluri
RPA2	B cells 4:Raghu_Kalluri
NUCKS1	B cells 4:Raghu_Kalluri
DNAJC9	B cells 4:Raghu_Kalluri
FAM53B	B cells 4:Raghu_Kalluri
BACH2	B cells 4:Raghu_Kalluri
CSRP2	B cells 4:Raghu_Kalluri
SLBP	B cells 4:Raghu_Kalluri
PTMA	B cells 4:Raghu_Kalluri
UBE2S	B cells 4:Raghu_Kalluri
TK1	B cells 4:Raghu_Kalluri
H2AFZ	B cells 4:Raghu_Kalluri
TYMS	B cells 4:Raghu_Kalluri
MCM5	B cells 4:Raghu_Kalluri
CDKN2C	B cells 4:Raghu_Kalluri
UCP2	B cells 4:Raghu_Kalluri
CENPL	B cells 4:Raghu_Kalluri
MCM7	B cells 4:Raghu_Kalluri
CDK2	B cells 4:Raghu_Kalluri
TUBA1B	B cells 4:Raghu_Kalluri
SKA2	B cells 4:Raghu_Kalluri
RBM3	B cells 4:Raghu_Kalluri
NCAPD2	B cells 4:Raghu_Kalluri
TUBB4B	B cells 4:Raghu_Kalluri
RBBP4	B cells 4:Raghu_Kalluri
RRM1	B cells 4:Raghu_Kalluri
GINS2	B cells 4:Raghu_Kalluri
TUBB5	B cells 4:Raghu_Kalluri
DESI1	B cells 4:Raghu_Kalluri
DHFR	B cells 4:Raghu_Kalluri
FRG1	B cells 4:Raghu_Kalluri
CCND3	B cells 4:Raghu_Kalluri
H3F3A	B cells 4:Raghu_Kalluri
KPNA2	B cells 4:Raghu_Kalluri
KIF23	B cells 4:Raghu_Kalluri
H2AFY	B cells 4:Raghu_Kalluri
CDCA7	B cells 4:Raghu_Kalluri
VBP1	B cells 4:Raghu_Kalluri
SELENOH	B cells 4:Raghu_Kalluri
CMTM7	B cells 4:Raghu_Kalluri
PSAT1	B cells 4:Raghu_Kalluri
LSM5	B cells 4:Raghu_Kalluri
RACGAP1	B cells 4:Raghu_Kalluri
ZFP706	B cells 4:Raghu_Kalluri
MCM3	B cells 4:Raghu_Kalluri
CALM2	B cells 4:Raghu_Kalluri
USP1	B cells 4:Raghu_Kalluri
ALYREF	B cells 4:Raghu_Kalluri
CCDC34	B cells 4:Raghu_Kalluri
FXN	B cells 4:Raghu_Kalluri
MZB1	B cells 4:Raghu_Kalluri
IGHM	B cells 4:Raghu_Kalluri
PREP	B cells 4:Raghu_Kalluri
SMC4	B cells 4:Raghu_Kalluri
HELLS	B cells 4:Raghu_Kalluri
PGLS	B cells 4:Raghu_Kalluri
CD93	B cells 4:Raghu_Kalluri
BUB3	B cells 4:Raghu_Kalluri
LBR	B cells 4:Raghu_Kalluri
SRSF3	B cells 4:Raghu_Kalluri
RPA3	B cells 4:Raghu_Kalluri
PPIA	B cells 4:Raghu_Kalluri
NRM	B cells 4:Raghu_Kalluri
LMO4	B cells 4:Raghu_Kalluri
RFC5	B cells 4:Raghu_Kalluri
SNRPD1	B cells 4:Raghu_Kalluri
DDX39	B cells 4:Raghu_Kalluri
DOK3	B cells 4:Raghu_Kalluri
SUMO2	B cells 4:Raghu_Kalluri
ATP1B1	B cells 4:Raghu_Kalluri
SAE1	B cells 4:Raghu_Kalluri
SEC63	B cells 4:Raghu_Kalluri
ERH	B cells 4:Raghu_Kalluri
CD79A	B cells 4:Raghu_Kalluri
SNU13	B cells 4:Raghu_Kalluri
BLNK	B cells 4:Raghu_Kalluri
BLK	B cells 4:Raghu_Kalluri
SRSF2	B cells 4:Raghu_Kalluri
CD79B	B cells 4:Raghu_Kalluri
STAMBPL1	B cells 4:Raghu_Kalluri
ARL5C	B cells 4:Raghu_Kalluri
HES6	B cells 4:Raghu_Kalluri
DDAH2	B cells 4:Raghu_Kalluri
BFSP2	B cells 4:Raghu_Kalluri
HNRNPA2B1	B cells 4:Raghu_Kalluri
RAN	B cells 4:Raghu_Kalluri
SRSF7	B cells 4:Raghu_Kalluri
RBMX	B cells 4:Raghu_Kalluri
GM30211	B cells 4:Raghu_Kalluri
CNP	B cells 4:Raghu_Kalluri
CAR2	B cells 4:Raghu_Kalluri
RFC4	B cells 4:Raghu_Kalluri
RAD21	B cells 4:Raghu_Kalluri
UBE2A	B cells 4:Raghu_Kalluri
HNRNPA3	B cells 4:Raghu_Kalluri
HIBADH	B cells 4:Raghu_Kalluri
MCM6	B cells 4:Raghu_Kalluri
RNF7	B cells 4:Raghu_Kalluri
ANP32B	B cells 4:Raghu_Kalluri
RFC3	B cells 4:Raghu_Kalluri
PCNA	B cells 4:Raghu_Kalluri
SNX2	B cells 4:Raghu_Kalluri
MCM2	B cells 4:Raghu_Kalluri
NASP	B cells 4:Raghu_Kalluri
SSRP1	B cells 4:Raghu_Kalluri
KLHL6	B cells 4:Raghu_Kalluri
RANBP1	B cells 4:Raghu_Kalluri
CDCA4	B cells 4:Raghu_Kalluri
CDKN2D	B cells 4:Raghu_Kalluri
PMF1	B cells 4:Raghu_Kalluri
CD72	B cells 4:Raghu_Kalluri
GCLC	B cells 4:Raghu_Kalluri
NSMCE4A	B cells 4:Raghu_Kalluri
H3F3B	B cells 4:Raghu_Kalluri
PPIL1	B cells 4:Raghu_Kalluri
ORC6	B cells 4:Raghu_Kalluri
1700097N02RIK	B cells 4:Raghu_Kalluri
MAGOH	B cells 4:Raghu_Kalluri
NUDT21	B cells 4:Raghu_Kalluri
SNRPF	B cells 4:Raghu_Kalluri
GTF2A2	B cells 4:Raghu_Kalluri
HPRT	B cells 4:Raghu_Kalluri
MIS18A	B cells 4:Raghu_Kalluri
CALM3	B cells 4:Raghu_Kalluri
KNSTRN	B cells 4:Raghu_Kalluri
SNRPE	B cells 4:Raghu_Kalluri
CDC42EP3	B cells 4:Raghu_Kalluri
HNRNPD	B cells 4:Raghu_Kalluri
NXT1	B cells 4:Raghu_Kalluri
PTTG1	B cells 4:Raghu_Kalluri
PLEKHA2	B cells 4:Raghu_Kalluri
STRBP	B cells 4:Raghu_Kalluri
TFDP1	B cells 4:Raghu_Kalluri
CBX3	B cells 4:Raghu_Kalluri
LSM2	B cells 4:Raghu_Kalluri
PKIG	B cells 4:Raghu_Kalluri
SLC1A5	B cells 4:Raghu_Kalluri
PTP4A3	B cells 4:Raghu_Kalluri
RNPS1	B cells 4:Raghu_Kalluri
RALY	B cells 4:Raghu_Kalluri
HAT1	B cells 4:Raghu_Kalluri
EWSR1	B cells 4:Raghu_Kalluri
OAZ1	B cells 4:Raghu_Kalluri
HNRNPA1	B cells 4:Raghu_Kalluri
SIGLECG	B cells 4:Raghu_Kalluri
GM8186	B cells 4:Raghu_Kalluri
CTCF	B cells 4:Raghu_Kalluri
LSM3	B cells 4:Raghu_Kalluri
ARL6IP1	B cells 4:Raghu_Kalluri
SMC1A	B cells 4:Raghu_Kalluri
BANF1	B cells 4:Raghu_Kalluri
PPP1CC	B cells 4:Raghu_Kalluri
LSM8	B cells 4:Raghu_Kalluri
LSM6	B cells 4:Raghu_Kalluri
CMC2	B cells 4:Raghu_Kalluri
HNRNPR	B cells 4:Raghu_Kalluri
DCUN1D5	B cells 4:Raghu_Kalluri
CYFIP2	B cells 4:Raghu_Kalluri
SRSF4	B cells 4:Raghu_Kalluri
MYEF2	B cells 4:Raghu_Kalluri
ASF1A	B cells 4:Raghu_Kalluri
HERPUD1	B cells 4:Raghu_Kalluri
HSP90AA1	B cells 4:Raghu_Kalluri
MRPL18	B cells 4:Raghu_Kalluri
HNRNPK	B cells 4:Raghu_Kalluri
ANAPC5	B cells 4:Raghu_Kalluri
DNAJC7	B cells 4:Raghu_Kalluri
PYCARD	B cells 4:Raghu_Kalluri
PHF5A	B cells 4:Raghu_Kalluri
NONO	B cells 4:Raghu_Kalluri
HNRNPL	B cells 4:Raghu_Kalluri
AP1AR	B cells 4:Raghu_Kalluri
FAM96A	B cells 4:Raghu_Kalluri
MED21	B cells 4:Raghu_Kalluri
HMGN1	B cells 4:Raghu_Kalluri
HNRNPDL	B cells 4:Raghu_Kalluri
SSNA1	B cells 4:Raghu_Kalluri
SNRPG	B cells 4:Raghu_Kalluri
SNRPB	B cells 4:Raghu_Kalluri
FZR1	B cells 4:Raghu_Kalluri
EIF4E	B cells 4:Raghu_Kalluri
NFYB	B cells 4:Raghu_Kalluri
HNRNPAB	B cells 4:Raghu_Kalluri
ARPC5L	B cells 4:Raghu_Kalluri
BLVRB	B cells 4:Raghu_Kalluri
ACTL6A	B cells 4:Raghu_Kalluri
LARP7	B cells 4:Raghu_Kalluri
HDGF	B cells 4:Raghu_Kalluri
UBA2	B cells 4:Raghu_Kalluri
PSMA6	B cells 4:Raghu_Kalluri
PHGDH	B cells 4:Raghu_Kalluri
PPIH	B cells 4:Raghu_Kalluri
SUZ12	B cells 4:Raghu_Kalluri
NDUFS5	B cells 4:Raghu_Kalluri
NDUFA4	B cells 4:Raghu_Kalluri
PSIP1	B cells 4:Raghu_Kalluri
GMFG	B cells 4:Raghu_Kalluri
DTYMK	B cells 4:Raghu_Kalluri
CSRP1	B cells 4:Raghu_Kalluri
PTPRCAP	B cells 4:Raghu_Kalluri
PSMC4	B cells 4:Raghu_Kalluri
SIVA1	B cells 4:Raghu_Kalluri
CD19	B cells 4:Raghu_Kalluri
ILF2	B cells 4:Raghu_Kalluri
CCNG2	B cells 4:Raghu_Kalluri
FH1	B cells 4:Raghu_Kalluri
U2AF1	B cells 4:Raghu_Kalluri
YWHAE	B cells 4:Raghu_Kalluri
MRPL49	B cells 4:Raghu_Kalluri
NSMCE1	B cells 4:Raghu_Kalluri
SMS	B cells 4:Raghu_Kalluri
PRDX1	B cells 4:Raghu_Kalluri
SNRPA1	B cells 4:Raghu_Kalluri
YWHAH	B cells 4:Raghu_Kalluri
IFI209	B cells 4:Raghu_Kalluri
PRPF19	B cells 4:Raghu_Kalluri
MAZ	B cells 4:Raghu_Kalluri
HNRNPU	B cells 4:Raghu_Kalluri
CLIC1	B cells 4:Raghu_Kalluri
TIMM17B	B cells 4:Raghu_Kalluri
HPF1	B cells 4:Raghu_Kalluri
UBL5	B cells 4:Raghu_Kalluri
IL7R	B cells 4:Raghu_Kalluri
SRSF1	B cells 4:Raghu_Kalluri
MAPK1	B cells 4:Raghu_Kalluri
TRAM1	B cells 4:Raghu_Kalluri
SAP30	B cells 4:Raghu_Kalluri
PPP1CA	B cells 4:Raghu_Kalluri
PPP1CB	B cells 4:Raghu_Kalluri
DDX39B	B cells 4:Raghu_Kalluri
CMPK1	B cells 4:Raghu_Kalluri
SUMO1	B cells 4:Raghu_Kalluri
CBFB	B cells 4:Raghu_Kalluri
SRSF11	B cells 4:Raghu_Kalluri
EIF4A3	B cells 4:Raghu_Kalluri
RBBP7	B cells 4:Raghu_Kalluri
PA2G4	B cells 4:Raghu_Kalluri
JPT1	B cells 4:Raghu_Kalluri
SUPT16	B cells 4:Raghu_Kalluri
RALGPS2	B cells 4:Raghu_Kalluri
NCAPH2	B cells 4:Raghu_Kalluri
GTF2H5	B cells 4:Raghu_Kalluri
NOL7	B cells 4:Raghu_Kalluri
FUS	B cells 4:Raghu_Kalluri
PDAP1	B cells 4:Raghu_Kalluri
NAP1L1	B cells 4:Raghu_Kalluri
COX7A2	B cells 4:Raghu_Kalluri
SNRNP40	B cells 4:Raghu_Kalluri
CFL1	B cells 4:Raghu_Kalluri
UBE2E3	B cells 4:Raghu_Kalluri
TXN1	B cells 4:Raghu_Kalluri
MRPL28	B cells 4:Raghu_Kalluri
UBE2N	B cells 4:Raghu_Kalluri
ZEB2	B cells 4:Raghu_Kalluri
NUDC	B cells 4:Raghu_Kalluri
ZFP207	B cells 4:Raghu_Kalluri
CTBP1	B cells 4:Raghu_Kalluri
CISD1	B cells 4:Raghu_Kalluri
SF3B6	B cells 4:Raghu_Kalluri
RBM38	B cells 4:Raghu_Kalluri
DAZAP1	B cells 4:Raghu_Kalluri
CRIP1	B cells 4:Raghu_Kalluri
DCTPP1	B cells 4:Raghu_Kalluri
PAIP2	B cells 4:Raghu_Kalluri
PPP1R35	B cells 4:Raghu_Kalluri
ANP32A	B cells 4:Raghu_Kalluri
SARNP	B cells 4:Raghu_Kalluri
EIF4H	B cells 4:Raghu_Kalluri
DNAJC8	B cells 4:Raghu_Kalluri
CDK4	B cells 4:Raghu_Kalluri
CPSF6	B cells 4:Raghu_Kalluri
HNRNPF	B cells 4:Raghu_Kalluri
POLR2K	B cells 4:Raghu_Kalluri
UBE2D2A	B cells 4:Raghu_Kalluri
RBM8A	B cells 4:Raghu_Kalluri
COX6C	B cells 4:Raghu_Kalluri
ELAVL1	B cells 4:Raghu_Kalluri
MDH1	B cells 4:Raghu_Kalluri
SFPQ	B cells 4:Raghu_Kalluri
ATP5A1	B cells 4:Raghu_Kalluri
LYAR	B cells 4:Raghu_Kalluri
PGP	B cells 4:Raghu_Kalluri
SMARCA5	B cells 4:Raghu_Kalluri
UBALD2	B cells 4:Raghu_Kalluri
IDH3G	B cells 4:Raghu_Kalluri
SNRPC	B cells 4:Raghu_Kalluri
FUNDC2	B cells 4:Raghu_Kalluri
RBM17	B cells 4:Raghu_Kalluri
SRSF6	B cells 4:Raghu_Kalluri
HNRNPC	B cells 4:Raghu_Kalluri
PSMA2	B cells 4:Raghu_Kalluri
EXOSC8	B cells 4:Raghu_Kalluri
THOC7	B cells 4:Raghu_Kalluri
VDAC3	B cells 4:Raghu_Kalluri
ATP5K	B cells 4:Raghu_Kalluri
SRSF10	B cells 4:Raghu_Kalluri
YWHAQ	B cells 4:Raghu_Kalluri
COMMD1	B cells 4:Raghu_Kalluri
TRA2B	B cells 4:Raghu_Kalluri
CENPX	B cells 4:Raghu_Kalluri
HINT1	B cells 4:Raghu_Kalluri
PSMA1	B cells 4:Raghu_Kalluri
CAPZA2	B cells 4:Raghu_Kalluri
COX8A	B cells 4:Raghu_Kalluri
TRIM28	B cells 4:Raghu_Kalluri
TXNL1	B cells 4:Raghu_Kalluri
PLAC8	B cells 4:Raghu_Kalluri
MOB4	B cells 4:Raghu_Kalluri
WTAP	B cells 4:Raghu_Kalluri
ATP5J	B cells 4:Raghu_Kalluri
LUC7L3	B cells 4:Raghu_Kalluri
RFC2	B cells 4:Raghu_Kalluri
SLC25A5	B cells 4:Raghu_Kalluri
BZW1	B cells 4:Raghu_Kalluri
TMEM243	B cells 4:Raghu_Kalluri
ATP5G3	B cells 4:Raghu_Kalluri
SNRPA	B cells 4:Raghu_Kalluri
PRMT1	B cells 4:Raghu_Kalluri
GRK2	B cells 4:Raghu_Kalluri
UBE2I	B cells 4:Raghu_Kalluri
U2AF2	B cells 4:Raghu_Kalluri
CHCHD2	B cells 4:Raghu_Kalluri
YBX1	B cells 4:Raghu_Kalluri
PSMC6	B cells 4:Raghu_Kalluri
SPTSSA	B cells 4:Raghu_Kalluri
PCBP2	B cells 4:Raghu_Kalluri
TOP1	B cells 4:Raghu_Kalluri
PSMB6	B cells 4:Raghu_Kalluri
ENY2	B cells 4:Raghu_Kalluri
PAICS	B cells 4:Raghu_Kalluri
PSMB2	B cells 4:Raghu_Kalluri
CARHSP1	B cells 4:Raghu_Kalluri
NAA50	B cells 4:Raghu_Kalluri
SNRPD2	B cells 4:Raghu_Kalluri
SSB	B cells 4:Raghu_Kalluri
TGFB1	B cells 4:Raghu_Kalluri
UQCR10	B cells 4:Raghu_Kalluri
TARDBP	B cells 4:Raghu_Kalluri
TSPAN13	B cells 4:Raghu_Kalluri
HNRNPH1	B cells 4:Raghu_Kalluri
COX6A1	B cells 4:Raghu_Kalluri
NDUFS8	B cells 4:Raghu_Kalluri
LSM4	B cells 4:Raghu_Kalluri
CHCHD1	B cells 4:Raghu_Kalluri
PSMB7	B cells 4:Raghu_Kalluri
SNRPB2	B cells 4:Raghu_Kalluri
SUMO3	B cells 4:Raghu_Kalluri
CDV3	B cells 4:Raghu_Kalluri
RP9	B cells 4:Raghu_Kalluri
EIF5A	B cells 4:Raghu_Kalluri
NDUFA11	B cells 4:Raghu_Kalluri
UQCRB	B cells 4:Raghu_Kalluri
TUBA1C	B cells 4:Raghu_Kalluri
SWI5	B cells 4:Raghu_Kalluri
IMPDH2	B cells 4:Raghu_Kalluri
USMG5	B cells 4:Raghu_Kalluri
ATP5B	B cells 4:Raghu_Kalluri
PHIP	B cells 4:Raghu_Kalluri
C1D	B cells 4:Raghu_Kalluri
ATPIF1	B cells 4:Raghu_Kalluri
DNAJB6	B cells 4:Raghu_Kalluri
PUF60	B cells 4:Raghu_Kalluri
PIN1	B cells 4:Raghu_Kalluri
SF3B2	B cells 4:Raghu_Kalluri
AP2S1	B cells 4:Raghu_Kalluri
MAPRE1	B cells 4:Raghu_Kalluri
SF3B1	B cells 4:Raghu_Kalluri
PBRM1	B cells 4:Raghu_Kalluri
COX5A	B cells 4:Raghu_Kalluri
RAB11B	B cells 4:Raghu_Kalluri
HNRNPM	B cells 4:Raghu_Kalluri
MINOS1	B cells 4:Raghu_Kalluri
COX6B1	B cells 4:Raghu_Kalluri
POLR2J	B cells 4:Raghu_Kalluri
TOMM22	B cells 4:Raghu_Kalluri
TAGLN2	B cells 4:Raghu_Kalluri
RHOH	B cells 4:Raghu_Kalluri
NDUFS6	B cells 4:Raghu_Kalluri
ATP5O.1	B cells 4:Raghu_Kalluri
SEC11C	B cells 4:Raghu_Kalluri
SERBP1	B cells 4:Raghu_Kalluri
CALM1	B cells 4:Raghu_Kalluri
MORF4L1	B cells 4:Raghu_Kalluri
RPL28	B cells 4:Raghu_Kalluri
FOXP1	B cells 4:Raghu_Kalluri
COX5B	B cells 4:Raghu_Kalluri
NDUFC1	B cells 4:Raghu_Kalluri
43715	B cells 4:Raghu_Kalluri
CSNK2B	B cells 4:Raghu_Kalluri
SEM1	B cells 4:Raghu_Kalluri
UBE2L3	B cells 4:Raghu_Kalluri
TPM4	B cells 4:Raghu_Kalluri
SNRNP27	B cells 4:Raghu_Kalluri
NDUFA12	B cells 4:Raghu_Kalluri
2010107E04RIK	B cells 4:Raghu_Kalluri
PTBP3	B cells 4:Raghu_Kalluri
CD47	B cells 4:Raghu_Kalluri
ANAPC13	B cells 4:Raghu_Kalluri
NDUFC2	B cells 4:Raghu_Kalluri
SRRM1	B cells 4:Raghu_Kalluri
SF3B5	B cells 4:Raghu_Kalluri
SH3BGRL	B cells 4:Raghu_Kalluri
MRPL20	B cells 4:Raghu_Kalluri
PSMC3	B cells 4:Raghu_Kalluri
UQCRFS1	B cells 4:Raghu_Kalluri
TCP1	B cells 4:Raghu_Kalluri
RBX1	B cells 4:Raghu_Kalluri
RBM25	B cells 4:Raghu_Kalluri
GDI2	B cells 4:Raghu_Kalluri
TMEM256	B cells 4:Raghu_Kalluri
SMIM14	B cells 4:Raghu_Kalluri
PSMA5	B cells 4:Raghu_Kalluri
PSMB1	B cells 4:Raghu_Kalluri
IFI27L2A	B cells 4:Raghu_Kalluri
